"restaurants_name","restaurants_phone","restaurants_users_name","restaurants_users_reviews"
"Tavolàta","(206) 838-8008","Heather W.","Highly recommend the Pappardelle! Was delicious.
Burrata app, not so much. Their menu changes but it seems they keep different versions of it - when we order it there were figs. Issues were the oddity of the ice cold cheese and rock hard crustinis that are a bit painful to bite into. After enduring for a bit, I decided to ask our server for some fresh bread and that switch helped a bit. If the crustini was a bit thicker cut and more chewy than hard, it would help a lot.
Got 'An appropriate sipper' (bourbon based cocktail) and that was very tasty and enjoyed.
Our table was towards the back along the wall with view into the open kitchen. I always enjoy watching the kitchen prepare meals. Great advertising on their part since it convinced us to get the delicious dessert that was being prepared for a large group. I forgot to take a photo and my memory is fuzzy but since these items change often there isnt much point!
I do appreciate the constantly changing menu; I'm sure this is a popular spot for locals of Seattle. Lovely ambiance, attentive service, delicious italian food."
"Tavolàta","(206) 838-8008","Michelle A.","Happy hour at Tavolàta is great ! Be warned... you'll need to be first in line with your whole party in order to be seated. The pasta is pretty good. What puts the cherry on top is the fact that the pasta is made from scratch !! How many places can say that ?? Their happy hour brings plates half off and house wines as well. Employees are very friendly and check in on you often to see if you're doing okay. The reason for the 4 star review is because there isn't much seating space around the bar area... which I believe are the only seats available for Happy Hour menu options (could be mistaken). Overall I've come here a couple of times and will continue to do so."
"Tavolàta","(206) 838-8008","David H.","I really enjoyed having dinner for Seattle Restaurant Week here because they allow you to order anything off of their menu, while most restaurants have a limited menu.
For appetizers, I loved the bruschetta. It was well cooked and the smoked fish was perfect on top. This was probably the only appetizer I enjoyed.
For entrees, we had the rigatoni and the halibut. Right away you can see that the rigatoni comes in a pretty good sized serving. The sauce and meatballs were delicious and had a pleasantly spicy kick to it. I definitely recommend this dish! The halibut was pretty disappointing. It was charred, but a little too charred. Some bites tasted like nothing but char, which was annoying. The rice & sauce that accompanies the halibut was good though. If you're interested in this dish, I'd strongly recommend requesting it to be just lightly charred.
The service here was excellent. Our server gave us a good recommendation for wine and was friendly and attentive all evening long. I've heard that sometimes servers at pricier restaurants can be a little biased against you if you're there for SRW, but they really seem to embrace SRW here.
Overall, Tavolata is not one of my favorites for Italian food but it's still pretty good. Personally, I probably wouldn't come back for anything other than Happy Hour or SRW because there are better affordable options around, but if you decide to come here for dinner it's a solid choice."
"Tavolàta","(206) 838-8008","Madison S.","This is my second time to a Tavolàta restaurant. The pasta is pretty dang good. The atmosphere is delightful (think candle light, rustic modern brick, open kitchen). It is rather loud in the restaurant. Can we tough to find good parking, so we paid to park in a lot behind the restaurant. The starter bread was good (not out of this world). The spaghetti dish was really good - noodles were thick and delicious and the sauce was light and yummy. The Pappardelle was good - heavy sauce, orange flavor didn't throw me off a ton, and thick noodles. I preferred the spaghetti dish however because the noodles and sauce were better IMO. The chicken and ricotta meatballs were also very good with the spaghetti. Portions are large - we both took some to go. Price is high.
As a local. I don't think it was worth going again for the price overall, but a nice dining experience for a date night."
"Tavolàta","(206) 838-8008","Naveed N.","Yet another Ethan Stowell homerun!
We had reservations for restaurant week- but because I'm a bottomless pit, we figured it wouldn't be enough food and stopping in for happy hour just before would be the right move.
Sat at the bar for happy hour and enjoyed some drinks, and small bites- The baked gnocchi will forever live in my dreams.. truly fantastic.
Dinner/Drinks overall were really great, and I particularly enjoyed the hangar steak they were offering at the time for restaurant week.
It was a bit noisy in the restaurant which made conversation difficult, but I also wasn't expecting a quiet/low-key dining experience so that is okay! I've yet to visit again but plan to fulfill my gnocchi craving very soon. Cheers!"
"Tavolàta","(206) 838-8008","Tara D.","Food was phenomenal! The duck was amazing, especially the finishing sear. The risotto was creamy and flavorf. Even the starters were great! We ordered the brussel sprouts and squash as well as the bread, and oil and vinegar. Beautiful flavors in everything! I would be happy to come back."
"Tavolàta","(206) 838-8008","Rebecca W.","This place has serious date night vibes with the dimmed romantic lighting and with their awesome happy hour you can do date night on a budget! I came to celebrate my friend's birthday recently and the whole experience was amazing! The hostess was super nice and made an exception by letting my two friends sit in the bar area (HH area) before I got there (usually the whole party has to be there). The food tasted amazing at only $12 a plate on the happy hour menu it's a steal!!! They also didn't skimp on the size like I expected for HH and instead the plates were full dinner size. The drink prices were also pretty good with $6 for a well drink and $$4 for a San Juan hard seltzer.
I ordered the spaghetti with chicken ricotta meatballs and I'd give it a 4/5 stars. You can definitely tell the pasta was homemade from the great texture and the sauce was light, but well flavored. I liked the meatballs, but I wish you could taste the ricotta more and that they did 3 slightly smaller meatballs instead of 2 massive ones. I'd definitely order this again! My friend had the Pappardelle and from the one bite I tried I it also tasted really good!
I'm definitely coming back and I highly recommend this place for happy hour (5-7pm)! I might even come back and try the full dinner menu. Thanks for the quality food/drink and I can't wait to come back!"
"Tavolàta","(206) 838-8008","Elly L.","We had their gnocchetti and pappardelle when we visited Seattle last year. The pastas were al dente and the flavors were very good. I liked the pappardelle flavor a lil more. Gnocchetti's flavor was a lil less than what I expected, but nonetheless it was still good. And they give a generous amount of pasta and sauce.
Next time when I'm in Seattle and is craving for good Italian pasta, I would like to come back here."
"Tavolàta","(206) 838-8008","Joel Y.","Deeeelicious! Came here on a Saturday night and even though it was busy, was able to find seating almost right away. The service was great, ambience was superb, and the food was yum.
Ordered the roasted beets which were the best beets I've ever had along with the Pappardelle and the Gnocchi Alla Romana. The food was tasty and wasn't too overfilling which was perfect. Also the drinks where outstanding. Definitely a good place to go if you're in the area."
"Tavolàta","(206) 838-8008","Emily H.","Outstanding pasta! A little pricey, but if you're looking for a trendy (possibly intimate) dinner spot and you don't mind paying a little more for your pasta then check it out! I came here with a group of girls for a friend's birthday and we had a great time. Shared the brussels sprouts, they were a little too salty for me but everyone else liked them. For dinner we each got either traditional spaghetti, the butter noodles, or sausage rigatoni. We agreed the rigatoni with the spicy sausage was the best, but the spaghetti was delicious too! The buttered noodles (called something fancier on the menu) were actually pretty good considering it's a rather basic dish. We shared the donuts for dessert and the chocolate sauce they came with was amazing."
"Tavolàta","(206) 838-8008","Marina K.","Omg the potato gnocchi is the best! Cocktails and service is lovely as well. Great place for family or friend dinner and maybe a first date. We came on a week day around 6pm and got a table no problem but call ahead to make sure they have room. Nice kinda dark ambiance as well. I will def be back!"
"Tavolàta","(206) 838-8008","Sarah N.","We stopped in for late night food after our flight landed and we are so Glad we came here. We were hungry, tired, and just need a good meal.
This is true homemade Italian! The ambiance and wait staff and accommodating and amazing. They help with suggestions and are prompt to check on you. The food is so fresh, homemade, and delicious. So many flavors go into each dish that make every bite appreciated.
Wine and beer selection is great - cocktails available too. Would recommend or go back if we have the chance!"
"Tavolàta","(206) 838-8008","Ellen C.","I forgot how good this place is, having gone to the Cap Hill location. My friends and I stopped by for dinner Friday night at around 8pm and got seated quickly without reservations. I ordered the rigatoni and let me say that the pasta was cooked to perfection. I ate that entire dish as if I've never had pasta in my life.
Highly recommend if you've never tried this restaurant."
"Tavolàta","(206) 838-8008","Julia P.","LOVE the happy hour menu!! Super affordable and tasty dishes. My personal favorite is the pappardelle, but everything is also delicious. The bread was fresh and warm and the spices and flavors they use in their pastas really come through. I'm no expert in Italian food but and I can tell this is GOOD Italian food :)
If you decide to come here, definitely try go for the happy hour. The bar does fill up quickly so try to come early. Best to come with 2 people."
"Tavolàta","(206) 838-8008","Sachi E.","fun fact: they light every single candle every day!! The ambiance of the restaurant was typical for an Italian restaurant. their food was delicious, my opinion a little over priced - still good tho. Their dessert was my favorite part! Highly recommend their creme brulee :)"
"Bizzarro Italian Cafe","(206) 632-7277","E. R.","I am in Seattle to help at UWMC as a Respiratory Therapist. I have been really delighted by my experience here over the last few weeks, which has been made even better with places like this. I ordered a Caesar salad and gnocchi to take with me on my overnight shift. When I stopped to pick up my order (wearing scrubs since I was on my way to work), I was handed my food and my ticket was ripped up. I was really overwhelmed! I have been trying to help local businesses by ordering out as much as possible, but to be recognized for helping during the pandemic is appreciated immensely. The best part? The food was wonderful! Thank you so much, Bizzarro! I will be back and my tip will reflect my gratitude."
"Bizzarro Italian Cafe","(206) 632-7277","Sabryna M.","A hard five stars for this quirky and authentic Italian restaurant! The first and most notable feature is their magnificent decoration! Bikes hang from the ceiling, ""Big eyes"" paintings with a Wes Anderson narrator on a old time stereo greet you in the bathroom, with many other alluring Knick knacks in every corner.
Not only is the ambiance to die for, BUT THE FOOD! Hand rolled pastas with many other on season dishes for a super reasonable price. They have a famous tomato based sauce that is a must taste (My fave thing on their menu is the ""Margarita"" pasta dish)
Y'all, if you live in/ visit Seattle you literally have to go to this place. If you didn't, that'd be super BIZARRE of you"
"Bizzarro Italian Cafe","(206) 632-7277","Michelle L.","Oh mine!!!
The place just threw me off completely!
Very small tiny restaurant with corky cute interesting decor.
We got here early around 5:30pm and it was almost full, we took the last 2 seater on the place.
As always, my husband came super prepared, read all the Yelpies' reviews, so he knows what he wants. On the other hand, I just walked in with no clue, so every pasta dish seems yummm.
Our server recommended me to try the Forest Floor Frenzy which is a wild mushroom & walnut parpadelle with cream sherry sauce. This is the most amazing pasta dish I ever have, not exaggerating!! The cream sherry sauce was in a perfect rich creamy consistency coating the think smooth parpadelle. The wild mushrooms had hint of woodiness that might be the sherry sauce amplified must better, and along with the slight crunch of chopped walnuts. I was mmm-ing through every bite.
Then I swapped with my husband's order, the Elk Bolognese. He didn't seem to be too excited about it, but when he passed me his dish, and I took a swift, the aroma captivated me already. The rich sweet peppery smell was making me drool! The elk was pretty lean and not gamey, so blended right in with the pork shoulder. The parpadelle was just the right chew and thinness, amazing!!
I tried the dessert of the day, chevre cheesecake with rosemary graham crust & vanilla olive oil roasted grapes & a black vanilla tea honey sauce. Yeah, you heard me, chevre cheesecake!! It was definitely heavenly! I never had a goat cheesecake before, and I have to say, I'm never a big fan of goat cheese, but I just cannot stop nodding my head and squinting my chinese eyes and giggle! This cheesecake was so delicious!! The goat cheese was on the mild side with some lemon zest or lemon juice blended in that popped in my mouth. I was super happy with the vanilla live oil roasted grapes, taste exactly what it sound, amazingly delicious! It's rare to see olive oil used in dessert so I was very intrigued. Lastly, the black vanilla tea honey sauce had some depth from the tea aroma which blended the cheesecake and rosemary graham crust very well. BEST GOAT CHEESECAKE ever! Even though it was my first
When we left shortly after 6pm, there were at least 3-4 parties waiting outside the restaurant, so do try to come early! Free street parking in the neighborhood, just to make sure not to block someone's driveway
I am still super stoked and savoring all the tastes from this amazing dinner! Already thinking when I can come back!!"
"Bizzarro Italian Cafe","(206) 632-7277","Erin M.","We're headed back tonight so I guess I should get around to reviewing our last experience!
We arrived around 8 on a Weeknight and I had had a terrible day, it was pouring, we were freezing and tired, and Italian was calling our name.
Welcomed at the front door, they led us back to the ""Best Table in the House"" - a tiny, candlelit table tucked into a little alcove in the back of the restaurant, where the glass table top covers hundreds of little notes left on the back of dinner receipts from others who have sat here.
We always start with Arancini - these are creamy and just the right bit of a bite, crispy and nestled in a little bath of Bizzaro's delicious marinara.
I order the Meatballs, available only on Monday nights. He orders the special - Gnocchi with Italian sausage.
The server is the same woman who has waited on us our last 5 times here - I wish I knew her name so I could give her the recognition she deserves. She's funny, so friendly, and just the right amount of attentive. We love her!
Food arrives - gnocchi is pillowy and rich, slightly chewy, drenched in a delicious, creamy, herb filled cream sauce. The meatballs are tucked into a perfectly cooked pile of pasta - not spaghetti, but a shorter, thicker, rolled tube noodle covered in light and garlicky marinara, and swaddled in a blanket of melted cheese.
We are far enough away from other tables that we
can enjoy the bits of their conversation that we hear, but we are private enough to enjoy our own.
For dessert, we had gelato that came with some pretty cute little friends on top - that I didn't even mind beheading to scoop up a bit of melted gelato.
Bottom line - we didn't need romance but it's impossible not to get swept up in it if you're here with someone you love. We didn't need for anything while we were there because the service is excellent. And we didn't need two boxes for leftovers because the boyfriend ate his whole plate clean.
Please go here. Please keep this place alive. Bizzaros is a gem that should be shined!"
"Bizzarro Italian Cafe","(206) 632-7277","Marissa K.","Even in this crazy time, the amazing humans at Bizzarro went above and beyond to make a birthday special. And, of course, the food was incredible. Every experience with Bizzarro is better than the last. Thank you!"
"Bizzarro Italian Cafe","(206) 632-7277","Jessica M.","The food didn't match the hype for us, but the service was exceptional.
3 stars for the food and 5 for the service so we'll leave it a 4 overall.
Came here on a Monday night just before the prime dinner rush, and thankfully we did. This place was fulllll. Even with two large parties, our server gave us plenty of attention and was so sweet. This restaurant has parking right in front, although only a handful of spots, and has the quirkiest decor.
We ordered the meatballs and spaghetti with starter salad, elk bolognese with onion soup, and the fainting goat gelato for dessert.
The pasta itself was just ok - I really wished I had liked it more given all the raving reviews. I'm tempted to come back here to try some of the other pasta dishes though."
"Bizzarro Italian Cafe","(206) 632-7277","Patrick C.","This is the cutest cafe with lots of little bits and baubles everywhere. The place is always busy and usually requires a wait. After a handful of visits, I think I'm done with Bizzarros cafe. The food quality for the price point just isn't up to snuff. I recently ordered some cacio e peppe - and it was like eating a giant bowl of bland noddles. I would guess that to make that dish a star you need super fresh and spicy pepper along with noodles cooked to perfection. Nope. I think for the money Zouave over on 65th is much, and less insanely crowded."
"Bizzarro Italian Cafe","(206) 632-7277","Safina H.","Ordered twice now via caviar. SO TASTY! I'm sad I haven't yet visited the restaurant."
"Bizzarro Italian Cafe","(206) 632-7277","Linda L.","Came here for dinner and the experience absolutely blew my mind. The environment is quirky and unique, and the service is excellent. The food though - - WOW. We had the arancini to start. The sauce around the arancini was some of the best that I have ever tasted. We also tried the seasonal pumpkin gnocchi with Italian sausage, as well as the wild mushroom parapadelle. Both were very rich, with superb flavor. I can't wait to go back to try the wild elk bolognese, which is their most popular dish. They serve wine casual Italian style, out of rocks glasses.
If you come after 5:30 you can expect a wait. Definitely will be a wait if you come after 6"
"Bizzarro Italian Cafe","(206) 632-7277","Regina X.","Snap pea carbonara had the right flavors with the heavy cheesiness cut by the crispy snap peas and pancetta. The linguini, however, was overcooked and a sad lump hard to separate. For appetizer, the Arancini rice balls were heavy and cheesy but made for a nicely textured dish. Love the outlandish decor and would be back for more pasta."
"Bizzarro Italian Cafe","(206) 632-7277","Alex O.","I don't like it. The bread was just not tasty and it felt old & stale. I got the eggplant Parmesan fritters for the appetizer. It was inconsistent. Sometimes it was spicy and sometimes it wasn't. It also felt like an amateur cooked it. Cut slices of eggplant, deep fry it, slather tomato sauce and cheese. Serve. Felt very fast food. The forest floor is basically mushroom sauce and pasta. If you love mushrooms then get this. Otherwise, it has an overwhelming amount of fungi. The sugar snap carbonara was a huge disappointment. Trust me the pasta is not made in house and if it is...it sure doesn't taste like it. It felt over cooked and soggy and reminded me of ramen noodles. Also, the sauce is bland. The reason why people like it is because the bacon and peas have a lot of flavor.
The garlic soup is extra buttery and has cloves of garlic. It was way too extreme for me.
Dessert sucked!! Honestly, if they bought the dessert from an outside source it would have probably tasted better."
"Bizzarro Italian Cafe","(206) 632-7277","Brittini C.","So we ordered take out from here this weekend and was a little disappointed. 1) Their ""small salad "" for 10 bucks is nothing more than about three pieces of lettuce and one strip of carrot - definitely NOT worth it. 2) They completely forgot adding the chicken on one of our pastas which was an extra charge 3) They packaged the other pasta horribly and the sauce spilled completely in the bag. What was left was thin and insubstantial- for a 20 dollar pasta dish I expected ALOT more. 4) I will say, their chicken dish was AMAZING. Almost worth overlooking their shortcomings. Almost. Unfortunately there is far too many good restaurants bringing their A game to consider being a repeat customer."
"Bizzarro Italian Cafe","(206) 632-7277","SonyA C.","This is my favorite Italian place in Seattle. It has a cozy and interesting ambiance and the food is phenomenal. I especially love the bread and the seasonal dishes. Each entree comes with a fresh salad, with optional upgrade to Caesar salad, spinach salad, or soup. I honestly liked the starter salad the best.
All our dishes felt very high quality. They were well made and their ingredients seemed especially good. My favorite dish was the forest floor frenzy and it's assortment of mushrooms. So tasty.
In conclusion, this would be a great place for a date night. Tasty food, cozy ambiance, unusual decor, and not too loud to have conversation. Watch out though, it's popular and if you go at prime dinner time, you'll need to wait."
"Bizzarro Italian Cafe","(206) 632-7277","Jessica T.","My family and I were on vacation in Seattle and stopped here for dinner. We all loved the look and feel of the place. Atmosphere is definitely bizzarro.
There was no wait time for a table of 4/weeknight.
Starter salad had a mild, sweet dressing that even our pickiest teenager enjoyed.
Food was really good. Forest Floor Frenzy was creamy and mushroomy heaven.
Lasagna- good
Meatballs-great
Antipasta plate-great
What else about this place? The bathrooms. Weird recording playing in one of them with paintings of big eyed children. Creepy and intriguing."
"Bizzarro Italian Cafe","(206) 632-7277","Ra L.","Amazing house made gluten free pasta, spectacular food all around especially their seasonal dishes, the staff is absolutely amazing, good wine"
"Bizzarro Italian Cafe","(206) 632-7277","Mahsa S.","the restaurant has a great atmosphere with eclectic decor. It's fairly small so expect a long wait. The food was good but a bit expensive for just simple marinara pasta and cheese. The complimentary bread was delicious though"
"Bizzarro Italian Cafe","(206) 632-7277","Nishita K.","Highly recommend the tiramisu! Best I have had in a long time. Aranciji was okay. The pastas were delicious. The proportions were great. I had the seasonal pasta 'bombastica'. It was white wine based not too acidic. Very light and flavorful. The elk pasta was hearty and very flavoful. I thought I wouldn't like it because it's elk meat but I would definitely get it for myself next time. Forest floor frenzy as well as the chicken main course we're delicious. Service was great! The servers were very cheerful and gave some nice recommendations and answered our questions. They served us some bread while we waited for our food. We waited for about 30/35 mins on a Friday night to get a table for 4."
"Bizzarro Italian Cafe","(206) 632-7277","Tayler H.","Bizzaros is a kooky and perfect little Italian hole-in-the-wall! I 10/10 recommend eating here. It's easy to access right off the I-5 freeway, and is in a very cute and ""old"" restaurant row.
The restaurant itself is very homey, with ""bizzare"" decor. Loved the romantic/fun lighting. Our waitress was very nice.
The food itself was fresh and different than what I've had before. We really enjoyed our dinner here!"
"Bizzarro Italian Cafe","(206) 632-7277","Ray M.","This spot is a must for locals and visitors. It is quintessential Seattle in all the right ways.
I love this spot because it is as fun as it is tasty. And it is very fun... and very tasty. So much eye candy and everything on the menu is ridiculously good.
If you haven't been to Bizzarro, then I recommend you go. And if you are planning to go to Bizzarro, then I HIGHLY RECOMMEND the lasagna - you're welcome :) Enjoy"
"Bizzarro Italian Cafe","(206) 632-7277","Nita L.","Most aptly named, this place is a Bizarre combination of Romantic yet Eclectic.
Ambience:
You have candle lit tables and an assortment of chandeliers, you also have skeletal brides seated on a carriage hanging off the ceiling. (Not kidding)
Food:
We had the Elk Bolognese: My first time tasting Elk, and for those who are afraid to try it, this tastes very similar to lamb. The pasta and elk were both fantastic. If you are familiar with the Pakistani/Indian dish called ""Kheema"", this was like having Elk Kheema over pasta. Delicious!
We also had the ""I gnocchi what you did last summer"", delicious creamy gnocchi. Those who like blue cheese will love this. It is cooked in a walnut and blue cheese based sauce.
We ended the meal with the Tiramisu for dessert. It was Humungous and delightful to the last bite.
Service & Cost:
The servers are friendly and service is quick. The prices here are not too terrible, cost us ~70 (not including tip) for two people- we had a carafe of wine, two entrees and dessert. Pretty decent for the food & ambience!
I've read other reviews complaining about the wait time, but I went on a Tuesday evening so I did not face this issue. Definitely a fantasic choice for your dose of Italian, Romance and crazy! Ill be back for sure."
"La Vita E Bella","(206) 441-5322","Juanita K.","I love this restaurant!!! My daughter who just moved to Seattle in March took us to this restaurant just before the lock down and the food was great, the prices were so affordable and I loved the ambiance. I told my daughter to make sure she orders food from them every week with the hopes that they stay in business because I can't wait to go back there. I plan to eat there every night trying some new every time!!!"
"La Vita E Bella","(206) 441-5322","Piko L.","""I'm so full but I must keep eating"" is the motto you leave with after dining here!
Everything here is delicious-- from their bruschetta to their seafood pastas, their pizzas and calzones, nothing disappoints. It's ALL good!
The place is great for dates or groups, and the cute orange walls really set the mood.
I can't wait to come back in the daytime for outside seating so I can get a good photo of this delicious pasta!"
"La Vita E Bella","(206) 441-5322","Valerie S.","Delicious Italian food!
We ordered takeout since we wanted to eat at the comfort of our own place that was just beside the restaurant as I read that service could be better. I looooooove carbonara pasta and was stoked to see it on the menu w their homemade spaghetti. It had just the right touch of cream, bacon, and cheese. Mmm! Although I was eyeing the pesto penne, we went with the spaghetti de mare because my mom wanted something w seafood. That was light and scrumptious as well. If you're looking for a pasta wo cheese, that's a great choice! The mixed salad is as normal as any salad w oil and vinegar. Their tiramisu was so creamy and not too sweet. It was the icing on top of an already totally above our expectations meal. If you're in the area, stop by for some homemade pasta. Your tastebuds and stomach will thank you!"
"La Vita E Bella","(206) 441-5322","Judy M.","Tbh we were supposed to trot over to the Pink Door on this night, but we were just too tired to haul everyone back to that area. Yelpers guided us to this spot. We were only a hop and a skip away from this great neighborhood Italian Restaurant! Amongst the dishes we had ordered were the Frutti di mare (seafood pasta), Bolognese, and carbonara. The seafood was cooked perfectly, not overcooked (say no to rubbery seafood!), bolognese had lots of flavor, and carbonara was good. Overall it was satisfying. Our service was excellent, really helped the experience overall.
Although this wouldn't be a designation restaurant, I would still recommend it if you are nearby, and got a hankering for Italian food."
"La Vita E Bella","(206) 441-5322","Nancy S.","The food and service here is just amazing!!! Came here with a friend on the recommendation of another good friend and I have no regrets!
I ordered their seafood spaghetti and was not disappointed- it had sooooooooooo much delish seafood on it!!! The portioning is very generous and the quality exceptional... can't wait to come here again!!!"
"La Vita E Bella","(206) 441-5322","Lana P.","Super disappointing. Deserving good reviews brought us here for dinner.
Service sucks and don't mind little fruit flies all over your food. Food was very so so and I could not get out there fast enough to get away from those flies and dirty walls."
"La Vita E Bella","(206) 441-5322","Rpisces G.","First time at this local restaurant, food and service were both really good, will definitely be back. Had the lasagna which was very meaty, delicious."
"La Vita E Bella","(206) 441-5322","Abhinav S.","Had a crave for Italian food, and wanted to try out a new place. So this brought me to La Vita.
Ambiance:
It has a nice dim-lit casual atmosphere. Lunch and dinner is good here.
Service:
Service is alright. They don't do anything out of their way, or even try to be friendly. You're just a paying customer to them, that's about it.
Food:
I'm docking off a star because their bread... how do I put it mildly... is pretty bad, it's store bought! I mean it's literally the same as the $2 Trader Joe's bread that I buy. Even the cheapest Italian places have better bread. The garlic oil is decent.
Onto the main course, now this is where they shine. I had the Pesto Penne, and the pesto was super fresh, and just about everything about their main dishes, including the white sauce pasta is good!
Price and Portion:
Portions are hearty, no complaints there. Infact, mind you, the food is like super rich. Your heart will give out if you eat too much. Price is perfect too.
All in all, if you're willing to forgive their dismal excuse of a bread and look past that, everything else is great!"
"La Vita E Bella","(206) 441-5322","D C.","This is our favorite local Italian place. They have a great menu and we love their specials. The prices are very reasonable, especially for Seattle. We come here so often that many of the staff know who we are and will drop by our table to say hello. We brought our relatives from Italy here for dinner one night and they loved it. The owner,Giuseppe made them feel at home speaking in Italian and bringing all of our dishes family style. Perfect ending to their American vacation :-)"
"La Vita E Bella","(206) 441-5322","Francesco L.","I've been coming here for about a year and a half now and this place never disappoints. Great hours and great food. If your looking for some great Italian food in Downtown Seattle this place is a must"
"La Vita E Bella","(206) 441-5322","Fraser C.","I have been dining here a few times a year for over 10 years. The food is AMAZING and the service is great. Some of the best pasta in town!
The quality of food is very high and prices are reasonable."
"La Vita E Bella","(206) 441-5322","Sharon C.","Came here to celebrate my friends' birthdays! There's plenty of street parking. Pretty good prices for pasta here. It was kind of cold, so we were planning to say we wanted to sit inside when the server asked us whether we would want to sit inside or outside. But he never asked...LOL he just seated us outside. I'm sure we could have told him we wanted to be seated inside instead, but we just didn't say anything.
Service was alright otherwise. The waiters were pretty nice.
Free bread! It's not as good as the bread at the Cheesecake Factory, but it was alright.
The presentation of all the pasta dishes we got was very nice! The portions are good for the price too. We had leftovers that we took home.
I got the fettucine tartufo ($18) which has Italian sausage, truffle oil, Italian sausage, and cream sauce. It's definitely on the heavy side, but I liked it. I would give it a 4/5. It's super oily though. Kind of felt like I was eating oil.
We also got the spaghetti di mare ($19), and we were impressed with how much seafood it came with. It comes with tiger prawns, mussels and clams, and they were really generous with the amount. And the price wasn't bad at all for a seafood pasta. The garlic flavor wasn't too strong, and this dish wasn't as heavy as the fettucine. This would probably get a 4.5/5!
The spaghetti carbonara ($15) was so good! Also a 4.5/5. But I really love carbonara. It comes with pancetta, and the spaghetti is so creamyyy. I would probably get this one if I went again."
"La Vita E Bella","(206) 441-5322","Stephanie L.","I had the cannelloni. You read that correctly- that is not cannoli! Think enchiladas but Italian! The big noodles were smothered in bolognese and cheese. Every bite was heaven. The portion is great if you're really hungry. Otherwise lucky you, leftovers for lunch! This is one of the most amazing Italian dishes I've ever had. The atmosphere here is lively as well. I can't wait to go back. I'll try to get something different but something tells me I'll be getting the cannelloni again :)."
"La Vita E Bella","(206) 441-5322","Kayla K.","I'll start off by saying that the food was good.
However, everything else was not good. I asked the server his preference between two pasta dishes. He suggested one over the other, so I ordered that. Our salad came out quickly, and then the entrees took forever. We were all very hungry by the time our entrees arrived, about 30+ minutes later. The entree given to me was not what I had ordered. It wasn't even the other pasta dish I had asked about. I told the waiter this and he begrudgingly took the entree away. It was not what I had ordered, why is that my fault? I thought that they would hurry to make the correct entree, but I was wrong. My family finished their meals and then my food was given to me. At this point, I had waited an hour total for my entree. I asked the server for pepper flakes, he never came back with them. I had to ask two more times before they were brought to me.
Then, the receipt came. We were charged for the incorrect entree that they had initially brought out to me. The server seemed extremely annoyed that he had to fix the receipt. They not only tried to charge us more than we should have paid, but did not apologize once, or comp anything for the inconvenience. Not even my $3 soft drink.
A sorry would have gone a long way in this situation, but it never came. The whole time I felt like I was the one at fault. We will not be returning to La Vita E Bella."
"La Vita E Bella","(206) 441-5322","Joan S.","I went on an excursion today with my dog and walk down second Avenue just to see what was down there and I went to this restaurant the food was amazing they allowed me to bring my dog in and sit at a table I had the biggest Caesar salad I've ever had in my whole life and the lasagna was enough for two people extremely fresh and they gave me garlic bread and a whole meal was $24. Really?
The atmosphere was very upbeat pleasant nice to look at maybe it was because of the weather outside but I would definitely take my friends there. if you go order the lasagna and they might even give you some garlic bread and bring your dog but you'll probably have to sit outside I was allowed to sit inside .this place ranks 5 stars restaurant,
You might also meet Giuseppe Forte the owner
Another fantastic meal at the restaurant today
Pasta dish with chicken sausage
Service amazing
Great experience
Lunch time today on a nice day !!!
All staff generally friendly go have lunch!"
"La Vita E Bella","(206) 441-5322","Maddie E.","We discovered this place on Postmates and keep coming back for more. If you're looking for pasta, the carbonara is a MUST get. It's incredible. Their bread and salads are mediocre but I strictly come here for carbonara."
"La Vita E Bella","(206) 441-5322","Douglas W.","Amazing service. They weren't super busy but seemed to be under staffed. Our waiter was juggling multiple tables but knew how to handle it. When he felt he wasn't visiting us fast or often enough he'd do a drive by and update us on where we stood. That small gesture makes the difference. My wife and I just took the time to have a great conversation about our vacation in Seattle.
Once the food arrive it was nothing short of AMAZING!"
"La Vita E Bella","(206) 441-5322","Crystal F.","We ordered takeout through GrubHub from this restaurant. The carbonara we received was clearly mad with whole eggs--there were chunks of gross undercooked egg whites throughout. We immediately contacted GrubHub who contacted the restaurant. The restaurant's response was ""we cannot guarantee the quality of the food"" and they refused to refund us for the inedible dish. Food wasn't good and customer service was worse."
"La Vita E Bella","(206) 441-5322","JC J.","Service was great
Food was very tasty
Ambiance: terrible, my eyes are really bad, and the place is just too damn dark, I cant read the menu. Had to open my cell phone flashlight to read the menu. The pizza was good, but the sausage could have been more.. it was just sprinkled with a few shredded sausages... was just in the center of the pie.
Overall was good. I'd come again, but next time I will try to request to sit outside patio. 3 stars for now, I'll change my rating next time I come back."
"La Vita E Bella","(206) 441-5322","Edward S.","La Vita E Bella is a nice Italian restaurant in the heart of Belltown. It has a really old school feel to it. In English, the name translates to Life and Beautiful, which is a good name.
The reviews were kind of mixed, but I guess I came on a good night. The wine list was good--I ordered some nice red. For the appetizer I had the Caprese salad--it was really good with nice, fresh tomatoes.
For the main course I had a cheese pizza. I thought it was really good. The crust was nice and thin and I loved the tomato sauce.
I will definitely be back"
"Brunello Ristorante","(206) 527-4778","",""
